COUNTRY,COUNTERPART_COUNTRY,TRADE_FLOW,commodity_group,date,trade_value_usd
India,Germany,Trade balance goods,Other,2017-M03,""
India,Italy,Trade balance goods,Other,2017-M03,""
India,United States,Exports of goods,Other,2017-M03,""
India,Germany,Imports of goods,Other,2017-M03,""
India,Italy,Exports of goods,Other,2017-M03,""
India,France,Exports of goods,Other,2017-M03,""
India,Saudi Arabia,Exports of goods,Other,2017-M03,""
India,Qatar,Trade balance goods,Other,2017-M03,""
India,Saudi Arabia,Trade balance goods,Other,2017-M03,""
India,Qatar,Imports of goods,Other,2017-M03,""
India,Qatar,Exports of goods,Other,2017-M03,""
India,United States,Imports of goods,Other,2017-M03,""
India,Qatar,Trade balance goods,Other,2017-M04,""
India,Qatar,Exports of goods,Other,2017-M04,69.55
India,Saudi Arabia,Exports of goods,Other,2017-M04,459.26
India,Saudi Arabia,Trade balance goods,Other,2017-M04,""
India,Saudi Arabia,Trade balance goods,Other,2017-M04,-1137.8
India,Qatar,Imports of goods,Other,2017-M04,652.1
India,United States,Trade balance goods,Other,2017-M04,1701.76
India,Italy,Exports of goods,Other,2017-M04,""
India,France,Trade balance goods,Other,2017-M04,""
India,France,Exports of goods,Other,2017-M04,""
India,Italy,Exports of goods,Other,2017-M04,484.08
India,Germany,Imports of goods,Other,2017-M04,1014.96
India,Saudi Arabia,Imports of goods,Other,2017-M04,1597.06
India,Germany,Exports of goods,Other,2017-M04,669.55
India,France,Imports of goods,Other,2017-M04,226.2
India,Qatar,Imports of goods,Other,2017-M04,""
India,Saudi Arabia,Imports of goods,Other,2017-M04,""
India,France,Exports of goods,Other,2017-M04,433.16
India,Italy,Imports of goods,Other,2017-M04,""
India,France,Imports of goods,Other,2017-M04,""
India,Italy,Trade balance goods,Other,2017-M04,148.54
India,Germany,Trade balance goods,Other,2017-M04,-345.41
India,United States,Imports of goods,Other,2017-M04,""
India,United States,Imports of goods,Other,2017-M04,2001.57
India,United States,Trade balance goods,Other,2017-M04,""
India,Germany,Exports of goods,Other,2017-M04,""
India,Germany,Imports of goods,Other,2017-M04,""
India,United States,Exports of goods,Other,2017-M04,""
India,Saudi Arabia,Exports of goods,Other,2017-M04,""
India,United States,Exports of goods,Other,2017-M04,3703.33
India,Italy,Imports of goods,Other,2017-M04,335.54
India,Qatar,Trade balance goods,Other,2017-M04,-582.55
India,Qatar,Exports of goods,Other,2017-M04,""
India,Italy,Trade balance goods,Other,2017-M04,""
India,Germany,Trade balance goods,Other,2017-M04,""
India,United States,Trade balance goods,Other,2017-M04,""
India,France,Trade balance goods,Other,2017-M04,""
India,France,Trade balance goods,Other,2017-M04,206.96
India,Saudi Arabia,Imports of goods,Other,2017-M04,""
India,Germany,Exports of goods,Other,2017-M04,""
India,France,Imports of goods,Other,2017-M04,""
India,Italy,Imports of goods,Other,2017-M04,""
India,Germany,Trade balance goods,Other,2017-M04,""
India,Italy,Trade balance goods,Other,2017-M04,""
India,United States,Exports of goods,Other,2017-M04,""
India,Germany,Imports of goods,Other,2017-M04,""
India,Italy,Exports of goods,Other,2017-M04,""
India,France,Exports of goods,Other,2017-M04,""
India,Saudi Arabia,Exports of goods,Other,2017-M04,""
India,Qatar,Trade balance goods,Other,2017-M04,""
India,Saudi Arabia,Trade balance goods,Other,2017-M04,""
India,Qatar,Imports of goods,Other,2017-M04,""
India,Qatar,Exports of goods,Other,2017-M04,""
India,United States,Imports of goods,Other,2017-M04,""
India,Qatar,Trade balance goods,Other,2017-M05,""
India,Qatar,Exports of goods,Other,2017-M05,69.73
India,Saudi Arabia,Exports of goods,Other,2017-M05,396.52
India,Saudi Arabia,Trade balance goods,Other,2017-M05,""
India,Saudi Arabia,Trade balance goods,Other,2017-M05,-1213.33
India,Qatar,Imports of goods,Other,2017-M05,665.46
India,United States,Trade balance goods,Other,2017-M05,2143.52
India,Italy,Exports of goods,Other,2017-M05,""
India,France,Trade balance goods,Other,2017-M05,""
India,France,Exports of goods,Other,2017-M05,""
India,Italy,Exports of goods,Other,2017-M05,501.33
India,Germany,Imports of goods,Other,2017-M05,1004.97
India,Saudi Arabia,Imports of goods,Other,2017-M05,1609.85
India,Germany,Exports of goods,Other,2017-M05,639.73
India,France,Imports of goods,Other,2017-M05,266.98
India,Qatar,Imports of goods,Other,2017-M05,""
India,Saudi Arabia,Imports of goods,Other,2017-M05,""
India,France,Exports of goods,Other,2017-M05,393.32
India,Italy,Imports of goods,Other,2017-M05,""
India,France,Imports of goods,Other,2017-M05,""
India,Italy,Trade balance goods,Other,2017-M05,162.41
India,Germany,Trade balance goods,Other,2017-M05,-365.24
India,United States,Imports of goods,Other,2017-M05,""
India,United States,Imports of goods,Other,2017-M05,1993.88
India,United States,Trade balance goods,Other,2017-M05,""
India,Germany,Exports of goods,Other,2017-M05,""
India,Germany,Imports of goods,Other,2017-M05,""
India,United States,Exports of goods,Other,2017-M05,""
India,Saudi Arabia,Exports of goods,Other,2017-M05,""
India,United States,Exports of goods,Other,2017-M05,4137.4
India,Italy,Imports of goods,Other,2017-M05,338.92
India,Qatar,Trade balance goods,Other,2017-M05,-595.73
India,Qatar,Exports of goods,Other,2017-M05,""
India,Italy,Trade balance goods,Other,2017-M05,""
India,Germany,Trade balance goods,Other,2017-M05,""
India,United States,Trade balance goods,Other,2017-M05,""
India,France,Trade balance goods,Other,2017-M05,""
India,France,Trade balance goods,Other,2017-M05,126.34
India,Saudi Arabia,Imports of goods,Other,2017-M05,""
India,Germany,Exports of goods,Other,2017-M05,""
India,France,Imports of goods,Other,2017-M05,""
India,Italy,Imports of goods,Other,2017-M05,""
India,Germany,Trade balance goods,Other,2017-M05,""
India,Italy,Trade balance goods,Other,2017-M05,""
India,United States,Exports of goods,Other,2017-M05,""
India,Germany,Imports of goods,Other,2017-M05,""
India,Italy,Exports of goods,Other,2017-M05,""
India,France,Exports of goods,Other,2017-M05,""
India,Saudi Arabia,Exports of goods,Other,2017-M05,""
India,Qatar,Trade balance goods,Other,2017-M05,""
India,Saudi Arabia,Trade balance goods,Other,2017-M05,""
India,Qatar,Imports of goods,Other,2017-M05,""
India,Qatar,Exports of goods,Other,2017-M05,""
India,United States,Imports of goods,Other,2017-M05,""
India,Qatar,Trade balance goods,Other,2017-M06,""
India,Qatar,Exports of goods,Other,2017-M06,91.93
India,Saudi Arabia,Exports of goods,Other,2017-M06,449.21
India,Saudi Arabia,Trade balance goods,Other,2017-M06,""
India,Saudi Arabia,Trade balance goods,Other,2017-M06,-1195.02
India,Qatar,Imports of goods,Other,2017-M06,604.65
India,United States,Trade balance goods,Other,2017-M06,1828.36
India,Italy,Exports of goods,Other,2017-M06,""
India,France,Trade balance goods,Other,2017-M06,""
India,France,Exports of goods,Other,2017-M06,""
India,Italy,Exports of goods,Other,2017-M06,406.75
India,Germany,Imports of goods,Other,2017-M06,1075.8
India,Saudi Arabia,Imports of goods,Other,2017-M06,1644.23
India,Germany,Exports of goods,Other,2017-M06,647.65
India,France,Imports of goods,Other,2017-M06,1006.61
India,Qatar,Imports of goods,Other,2017-M06,""
India,Saudi Arabia,Imports of goods,Other,2017-M06,""
India,France,Exports of goods,Other,2017-M06,407.58
India,Italy,Imports of goods,Other,2017-M06,""
India,France,Imports of goods,Other,2017-M06,""
India,Italy,Trade balance goods,Other,2017-M06,58.21
India,Germany,Trade balance goods,Other,2017-M06,-428.15
India,United States,Imports of goods,Other,2017-M06,""
India,United States,Imports of goods,Other,2017-M06,1977.08
India,United States,Trade balance goods,Other,2017-M06,""
India,Germany,Exports of goods,Other,2017-M06,""
India,Germany,Imports of goods,Other,2017-M06,""
India,United States,Exports of goods,Other,2017-M06,""
India,Saudi Arabia,Exports of goods,Other,2017-M06,""
India,United States,Exports of goods,Other,2017-M06,3805.44
India,Italy,Imports of goods,Other,2017-M06,348.54
India,Qatar,Trade balance goods,Other,2017-M06,-512.72
India,Qatar,Exports of goods,Other,2017-M06,""
India,Italy,Trade balance goods,Other,2017-M06,""
India,Germany,Trade balance goods,Other,2017-M06,""
India,United States,Trade balance goods,Other,2017-M06,""
India,France,Trade balance goods,Other,2017-M06,""
India,France,Trade balance goods,Other,2017-M06,-599.03
India,Saudi Arabia,Imports of goods,Other,2017-M06,""
India,Germany,Exports of goods,Other,2017-M06,""
India,France,Imports of goods,Other,2017-M06,""
India,Italy,Imports of goods,Other,2017-M06,""
India,Germany,Trade balance goods,Other,2017-M06,""
India,Italy,Trade balance goods,Other,2017-M06,""
India,United States,Exports of goods,Other,2017-M06,""
India,Germany,Imports of goods,Other,2017-M06,""
India,Italy,Exports of goods,Other,2017-M06,""
India,France,Exports of goods,Other,2017-M06,""
India,Saudi Arabia,Exports of goods,Other,2017-M06,""
India,Qatar,Trade balance goods,Other,2017-M06,""
India,Saudi Arabia,Trade balance goods,Other,2017-M06,""
India,Qatar,Imports of goods,Other,2017-M06,""
India,Qatar,Exports of goods,Other,2017-M06,""
India,United States,Imports of goods,Other,2017-M06,""
India,Qatar,Trade balance goods,Other,2017-M07,""
India,Qatar,Exports of goods,Other,2017-M07,110.55
India,Saudi Arabia,Exports of goods,Other,2017-M07,426.85
India,Saudi Arabia,Trade balance goods,Other,2017-M07,""
India,Saudi Arabia,Trade balance goods,Other,2017-M07,-1147.91
India,Qatar,Imports of goods,Other,2017-M07,582.61
India,United States,Trade balance goods,Other,2017-M07,1919.01
India,Italy,Exports of goods,Other,2017-M07,""
India,France,Trade balance goods,Other,2017-M07,""
India,France,Exports of goods,Other,2017-M07,""
India,Italy,Exports of goods,Other,2017-M07,405.18
India,Germany,Imports of goods,Other,2017-M07,1040.02
India,Saudi Arabia,Imports of goods,Other,2017-M07,1574.76
India,Germany,Exports of goods,Other,2017-M07,692.0
India,France,Imports of goods,Other,2017-M07,224.08
India,Qatar,Imports of goods,Other,2017-M07,""
India,Saudi Arabia,Imports of goods,Other,2017-M07,""
India,France,Exports of goods,Other,2017-M07,421.29
India,Italy,Imports of goods,Other,2017-M07,""
India,France,Imports of goods,Other,2017-M07,""
India,Italy,Trade balance goods,Other,2017-M07,31.91
India,Germany,Trade balance goods,Other,2017-M07,-348.02
India,United States,Imports of goods,Other,2017-M07,""
India,United States,Imports of goods,Other,2017-M07,1824.52
India,United States,Trade balance goods,Other,2017-M07,""
India,Germany,Exports of goods,Other,2017-M07,""
India,Germany,Imports of goods,Other,2017-M07,""
India,United States,Exports of goods,Other,2017-M07,""
India,Saudi Arabia,Exports of goods,Other,2017-M07,""
India,United States,Exports of goods,Other,2017-M07,3743.53
India,Italy,Imports of goods,Other,2017-M07,373.27
India,Qatar,Trade balance goods,Other,2017-M07,-472.06
India,Qatar,Exports of goods,Other,2017-M07,""
India,Italy,Trade balance goods,Other,2017-M07,""
India,Germany,Trade balance goods,Other,2017-M07,""
India,United States,Trade balance goods,Other,2017-M07,""
India,France,Trade balance goods,Other,2017-M07,""
India,France,Trade balance goods,Other,2017-M07,197.21
India,Saudi Arabia,Imports of goods,Other,2017-M07,""
India,Germany,Exports of goods,Other,2017-M07,""
India,France,Imports of goods,Other,2017-M07,""
India,Italy,Imports of goods,Other,2017-M07,""
India,Germany,Trade balance goods,Other,2017-M07,""
India,Italy,Trade balance goods,Other,2017-M07,""
India,United States,Exports of goods,Other,2017-M07,""
India,Germany,Imports of goods,Other,2017-M07,""
India,Italy,Exports of goods,Other,2017-M07,""
India,France,Exports of goods,Other,2017-M07,""
India,Saudi Arabia,Exports of goods,Other,2017-M07,""
India,Qatar,Trade balance goods,Other,2017-M07,""
India,Saudi Arabia,Trade balance goods,Other,2017-M07,""
India,Qatar,Imports of goods,Other,2017-M07,""
India,Qatar,Exports of goods,Other,2017-M07,""
India,United States,Imports of goods,Other,2017-M07,""
India,Qatar,Trade balance goods,Other,2017-M08,""
India,Qatar,Exports of goods,Other,2017-M08,119.51
India,Saudi Arabia,Exports of goods,Other,2017-M08,447.48
India,Saudi Arabia,Trade balance goods,Other,2017-M08,""
India,Saudi Arabia,Trade balance goods,Other,2017-M08,-1312.79
India,Qatar,Imports of goods,Other,2017-M08,616.41
India,United States,Trade balance goods,Other,2017-M08,1776.71
India,Italy,Exports of goods,Other,2017-M08,""
India,France,Trade balance goods,Other,2017-M08,""
India,France,Exports of goods,Other,2017-M08,""
India,Italy,Exports of goods,Other,2017-M08,455.22
India,Germany,Imports of goods,Other,2017-M08,1064.91
India,Saudi Arabia,Imports of goods,Other,2017-M08,1760.27
India,Germany,Exports of goods,Other,2017-M08,724.65
India,France,Imports of goods,Other,2017-M08,252.03
India,Qatar,Imports of goods,Other,2017-M08,""
India,Saudi Arabia,Imports of goods,Other,2017-M08,""
India,France,Exports of goods,Other,2017-M08,346.35
India,Italy,Imports of goods,Other,2017-M08,""
India,France,Imports of goods,Other,2017-M08,""
India,Italy,Trade balance goods,Other,2017-M08,68.98
India,Germany,Trade balance goods,Other,2017-M08,-340.26
India,United States,Imports of goods,Other,2017-M08,""
India,United States,Imports of goods,Other,2017-M08,2019.94
India,United States,Trade balance goods,Other,2017-M08,""
India,Germany,Exports of goods,Other,2017-M08,""
India,Germany,Imports of goods,Other,2017-M08,""
India,United States,Exports of goods,Other,2017-M08,""
India,Saudi Arabia,Exports of goods,Other,2017-M08,""
India,United States,Exports of goods,Other,2017-M08,3796.65
India,Italy,Imports of goods,Other,2017-M08,386.24
India,Qatar,Trade balance goods,Other,2017-M08,-496.9
India,Qatar,Exports of goods,Other,2017-M08,""
India,Italy,Trade balance goods,Other,2017-M08,""
India,Germany,Trade balance goods,Other,2017-M08,""
India,United States,Trade balance goods,Other,2017-M08,""
India,France,Trade balance goods,Other,2017-M08,""
India,France,Trade balance goods,Other,2017-M08,94.32
India,Saudi Arabia,Imports of goods,Other,2017-M08,""
India,Germany,Exports of goods,Other,2017-M08,""
India,France,Imports of goods,Other,2017-M08,""
India,Italy,Imports of goods,Other,2017-M08,""
India,Germany,Trade balance goods,Other,2017-M08,""
India,Italy,Trade balance goods,Other,2017-M08,""
India,United States,Exports of goods,Other,2017-M08,""
India,Germany,Imports of goods,Other,2017-M08,""
India,Italy,Exports of goods,Other,2017-M08,""
India,France,Exports of goods,Other,2017-M08,""
India,Saudi Arabia,Exports of goods,Other,2017-M08,""
India,Qatar,Trade balance goods,Other,2017-M08,""
India,Saudi Arabia,Trade balance goods,Other,2017-M08,""
India,Qatar,Imports of goods,Other,2017-M08,""
India,Qatar,Exports of goods,Other,2017-M08,""
India,United States,Imports of goods,Other,2017-M08,""
India,Qatar,Trade balance goods,Other,2017-M09,""
India,Qatar,Exports of goods,Other,2017-M09,126.05
India,Saudi Arabia,Exports of goods,Other,2017-M09,438.38
India,Saudi Arabia,Trade balance goods,Other,2017-M09,""
India,Saudi Arabia,Trade balance goods,Other,2017-M09,-1278.04
India,Qatar,Imports of goods,Other,2017-M09,639.66
India,United States,Trade balance goods,Other,2017-M09,2646.56
India,Italy,Exports of goods,Other,2017-M09,""
India,France,Trade balance goods,Other,2017-M09,""
India,France,Exports of goods,Other,2017-M09,""
India,Italy,Exports of goods,Other,2017-M09,449.5
India,Germany,Imports of goods,Other,2017-M09,1196.81
India,Saudi Arabia,Imports of goods,Other,2017-M09,1716.42
India,Germany,Exports of goods,Other,2017-M09,761.16
India,France,Imports of goods,Other,2017-M09,285.86
India,Qatar,Imports of goods,Other,2017-M09,""
India,Saudi Arabia,Imports of goods,Other,2017-M09,""
India,France,Exports of goods,Other,2017-M09,432.23
India,Italy,Imports of goods,Other,2017-M09,""
India,France,Imports of goods,Other,2017-M09,""
India,Italy,Trade balance goods,Other,2017-M09,44.94
India,Germany,Trade balance goods,Other,2017-M09,-435.65
India,United States,Imports of goods,Other,2017-M09,""
India,United States,Imports of goods,Other,2017-M09,1870.12
India,United States,Trade balance goods,Other,2017-M09,""
India,Germany,Exports of goods,Other,2017-M09,""
India,Germany,Imports of goods,Other,2017-M09,""
India,United States,Exports of goods,Other,2017-M09,""
India,Saudi Arabia,Exports of goods,Other,2017-M09,""
India,United States,Exports of goods,Other,2017-M09,4516.68
India,Italy,Imports of goods,Other,2017-M09,404.56
India,Qatar,Trade balance goods,Other,2017-M09,-513.61
India,Qatar,Exports of goods,Other,2017-M09,""
India,Italy,Trade balance goods,Other,2017-M09,""
India,Germany,Trade balance goods,Other,2017-M09,""
India,United States,Trade balance goods,Other,2017-M09,""
India,France,Trade balance goods,Other,2017-M09,""
India,France,Trade balance goods,Other,2017-M09,146.37
India,Saudi Arabia,Imports of goods,Other,2017-M09,""
India,Germany,Exports of goods,Other,2017-M09,""
India,France,Imports of goods,Other,2017-M09,""
India,Italy,Imports of goods,Other,2017-M09,""
India,Germany,Trade balance goods,Other,2017-M09,""
India,Italy,Trade balance goods,Other,2017-M09,""
India,United States,Exports of goods,Other,2017-M09,""
India,Germany,Imports of goods,Other,2017-M09,""
India,Italy,Exports of goods,Other,2017-M09,""
India,France,Exports of goods,Other,2017-M09,""
India,Saudi Arabia,Exports of goods,Other,2017-M09,""
India,Qatar,Trade balance goods,Other,2017-M09,""
India,Saudi Arabia,Trade balance goods,Other,2017-M09,""
India,Qatar,Imports of goods,Other,2017-M09,""
India,Qatar,Exports of goods,Other,2017-M09,""
India,United States,Imports of goods,Other,2017-M09,""
India,Qatar,Trade balance goods,Other,2017-M10,""
India,Qatar,Exports of goods,Other,2017-M10,98.4
India,Saudi Arabia,Exports of goods,Other,2017-M10,326.42
India,Saudi Arabia,Trade balance goods,Other,2017-M10,""
India,Saudi Arabia,Trade balance goods,Other,2017-M10,-1736.7
India,Qatar,Imports of goods,Other,2017-M10,704.79
India,United States,Trade balance goods,Other,2017-M10,1210.62
India,Italy,Exports of goods,Other,2017-M10,""
India,France,Trade balance goods,Other,2017-M10,""
India,France,Exports of goods,Other,2017-M10,""
India,Italy,Exports of goods,Other,2017-M10,332.55
India,Germany,Imports of goods,Other,2017-M10,1014.28
India,Saudi Arabia,Imports of goods,Other,2017-M10,2063.12
India,Germany,Exports of goods,Other,2017-M10,642.73
India,France,Imports of goods,Other,2017-M10,261.1
India,Qatar,Imports of goods,Other,2017-M10,""
India,Saudi Arabia,Imports of goods,Other,2017-M10,""
India,France,Exports of goods,Other,2017-M10,356.4
India,Italy,Imports of goods,Other,2017-M10,""
India,France,Imports of goods,Other,2017-M10,""
India,Italy,Trade balance goods,Other,2017-M10,-51.58
India,Germany,Trade balance goods,Other,2017-M10,-371.55
India,United States,Imports of goods,Other,2017-M10,""
India,United States,Imports of goods,Other,2017-M10,2362.06
India,United States,Trade balance goods,Other,2017-M10,""
India,Germany,Exports of goods,Other,2017-M10,""
India,Germany,Imports of goods,Other,2017-M10,""
India,United States,Exports of goods,Other,2017-M10,""
India,Saudi Arabia,Exports of goods,Other,2017-M10,""
India,United States,Exports of goods,Other,2017-M10,3572.68
India,Italy,Imports of goods,Other,2017-M10,384.13
India,Qatar,Trade balance goods,Other,2017-M10,-606.39
India,Qatar,Exports of goods,Other,2017-M10,""
India,Italy,Trade balance goods,Other,2017-M10,""
India,Germany,Trade balance goods,Other,2017-M10,""
India,United States,Trade balance goods,Other,2017-M10,""
India,France,Trade balance goods,Other,2017-M10,""
India,France,Trade balance goods,Other,2017-M10,95.3
India,Saudi Arabia,Imports of goods,Other,2017-M10,""
India,Germany,Exports of goods,Other,2017-M10,""
India,France,Imports of goods,Other,2017-M10,""
India,Italy,Imports of goods,Other,2017-M10,""
India,Germany,Trade balance goods,Other,2017-M10,""
India,Italy,Trade balance goods,Other,2017-M10,""
India,United States,Exports of goods,Other,2017-M10,""
India,Germany,Imports of goods,Other,2017-M10,""
India,Italy,Exports of goods,Other,2017-M10,""
India,France,Exports of goods,Other,2017-M10,""
India,Saudi Arabia,Exports of goods,Other,2017-M10,""
India,Qatar,Trade balance goods,Other,2017-M10,""
India,Saudi Arabia,Trade balance goods,Other,2017-M10,""
India,Qatar,Imports of goods,Other,2017-M10,""
India,Qatar,Exports of goods,Other,2017-M10,""
India,United States,Imports of goods,Other,2017-M10,""
India,Qatar,Trade balance goods,Other,2017-M11,""
India,Qatar,Exports of goods,Other,2017-M11,143.34
India,Saudi Arabia,Exports of goods,Other,2017-M11,372.99
India,Saudi Arabia,Trade balance goods,Other,2017-M11,""
India,Saudi Arabia,Trade balance goods,Other,2017-M11,-1622.42
India,Qatar,Imports of goods,Other,2017-M11,740.75
India,United States,Trade balance goods,Other,2017-M11,1637.85
India,Italy,Exports of goods,Other,2017-M11,""
India,France,Trade balance goods,Other,2017-M11,""
India,France,Exports of goods,Other,2017-M11,""
India,Italy,Exports of goods,Other,2017-M11,600.2
India,Germany,Imports of goods,Other,2017-M11,1303.24
India,Saudi Arabia,Imports of goods,Other,2017-M11,1995.41
India,Germany,Exports of goods,Other,2017-M11,690.92
India,France,Imports of goods,Other,2017-M11,473.58
India,Qatar,Imports of goods,Other,2017-M11,""
India,Saudi Arabia,Imports of goods,Other,2017-M11,""
India,France,Exports of goods,Other,2017-M11,392.45
India,Italy,Imports of goods,Other,2017-M11,""
India,France,Imports of goods,Other,2017-M11,""
India,Italy,Trade balance goods,Other,2017-M11,190.65
India,Germany,Trade balance goods,Other,2017-M11,-612.32
India,United States,Imports of goods,Other,2017-M11,""
India,United States,Imports of goods,Other,2017-M11,2352.63
India,United States,Trade balance goods,Other,2017-M11,""
India,Germany,Exports of goods,Other,2017-M11,""
India,Germany,Imports of goods,Other,2017-M11,""
India,United States,Exports of goods,Other,2017-M11,""
India,Saudi Arabia,Exports of goods,Other,2017-M11,""
India,United States,Exports of goods,Other,2017-M11,3990.48
India,Italy,Imports of goods,Other,2017-M11,409.55
India,Qatar,Trade balance goods,Other,2017-M11,-597.41
India,Qatar,Exports of goods,Other,2017-M11,""
India,Italy,Trade balance goods,Other,2017-M11,""
India,Germany,Trade balance goods,Other,2017-M11,""
India,United States,Trade balance goods,Other,2017-M11,""
India,France,Trade balance goods,Other,2017-M11,""
India,France,Trade balance goods,Other,2017-M11,-81.13
India,Saudi Arabia,Imports of goods,Other,2017-M11,""
India,Germany,Exports of goods,Other,2017-M11,""
India,France,Imports of goods,Other,2017-M11,""
India,Italy,Imports of goods,Other,2017-M11,""
India,Germany,Trade balance goods,Other,2017-M11,""
India,Italy,Trade balance goods,Other,2017-M11,""
India,United States,Exports of goods,Other,2017-M11,""
India,Germany,Imports of goods,Other,2017-M11,""
India,Italy,Exports of goods,Other,2017-M11,""
India,France,Exports of goods,Other,2017-M11,""
India,Saudi Arabia,Exports of goods,Other,2017-M11,""
India,Qatar,Trade balance goods,Other,2017-M11,""
India,Saudi Arabia,Trade balance goods,Other,2017-M11,""
India,Qatar,Imports of goods,Other,2017-M11,""
India,Qatar,Exports of goods,Other,2017-M11,""
India,United States,Imports of goods,Other,2017-M11,""
India,Qatar,Trade balance goods,Other,2017-M12,""
India,Qatar,Exports of goods,Other,2017-M12,144.27
India,Saudi Arabia,Exports of goods,Other,2017-M12,552.1
India,Saudi Arabia,Trade balance goods,Other,2017-M12,""
India,Saudi Arabia,Trade balance goods,Other,2017-M12,-1049.01
India,Qatar,Imports of goods,Other,2017-M12,769.75
India,United States,Trade balance goods,Other,2017-M12,1620.22
India,Italy,Exports of goods,Other,2017-M12,""
India,France,Trade balance goods,Other,2017-M12,""
India,France,Exports of goods,Other,2017-M12,""
India,Italy,Exports of goods,Other,2017-M12,466.37
India,Germany,Imports of goods,Other,2017-M12,1165.93
India,Saudi Arabia,Imports of goods,Other,2017-M12,1601.11
India,Germany,Exports of goods,Other,2017-M12,828.06
India,France,Imports of goods,Other,2017-M12,1010.33
India,Qatar,Imports of goods,Other,2017-M12,""
India,Saudi Arabia,Imports of goods,Other,2017-M12,""
India,France,Exports of goods,Other,2017-M12,462.78
India,Italy,Imports of goods,Other,2017-M12,""
India,France,Imports of goods,Other,2017-M12,""
India,Italy,Trade balance goods,Other,2017-M12,41.56
India,Germany,Trade balance goods,Other,2017-M12,-337.87
India,United States,Imports of goods,Other,2017-M12,""
India,United States,Imports of goods,Other,2017-M12,2506.01
India,United States,Trade balance goods,Other,2017-M12,""
India,Germany,Exports of goods,Other,2017-M12,""
India,Germany,Imports of goods,Other,2017-M12,""
India,United States,Exports of goods,Other,2017-M12,""
India,Saudi Arabia,Exports of goods,Other,2017-M12,""
India,United States,Exports of goods,Other,2017-M12,4126.23
India,Italy,Imports of goods,Other,2017-M12,424.81
India,Qatar,Trade balance goods,Other,2017-M12,-625.48
India,Qatar,Exports of goods,Other,2017-M12,""
India,Italy,Trade balance goods,Other,2017-M12,""
India,Germany,Trade balance goods,Other,2017-M12,""
India,United States,Trade balance goods,Other,2017-M12,""
India,France,Trade balance goods,Other,2017-M12,""
India,France,Trade balance goods,Other,2017-M12,-547.55
India,Saudi Arabia,Imports of goods,Other,2017-M12,""
India,Germany,Exports of goods,Other,2017-M12,""
India,France,Imports of goods,Other,2017-M12,""
India,Italy,Imports of goods,Other,2017-M12,""
India,Germany,Trade balance goods,Other,2017-M12,""
India,Italy,Trade balance goods,Other,2017-M12,""
India,United States,Exports of goods,Other,2017-M12,""
India,Germany,Imports of goods,Other,2017-M12,""
India,Italy,Exports of goods,Other,2017-M12,""
India,France,Exports of goods,Other,2017-M12,""
India,Saudi Arabia,Exports of goods,Other,2017-M12,""
India,Qatar,Trade balance goods,Other,2017-M12,""
India,Saudi Arabia,Trade balance goods,Other,2017-M12,""
India,Qatar,Imports of goods,Other,2017-M12,""
India,Qatar,Exports of goods,Other,2017-M12,""
India,United States,Imports of goods,Other,2017-M12,""
India,Qatar,Trade balance goods,Other,2018-M01,""
India,Qatar,Exports of goods,Other,2018-M01,136.8
India,Saudi Arabia,Exports of goods,Other,2018-M01,478.92
India,Saudi Arabia,Trade balance goods,Other,2018-M01,""
India,Saudi Arabia,Trade balance goods,Other,2018-M01,-2036.47
India,Qatar,Imports of goods,Other,2018-M01,726.36
India,United States,Trade balance goods,Other,2018-M01,2015.89
India,Italy,Exports of goods,Other,2018-M01,""
India,France,Trade balance goods,Other,2018-M01,""
India,France,Exports of goods,Other,2018-M01,""
India,Italy,Exports of goods,Other,2018-M01,460.13
India,Germany,Imports of goods,Other,2018-M01,1191.43
India,Saudi Arabia,Imports of goods,Other,2018-M01,2515.39
India,Germany,Exports of goods,Other,2018-M01,755.34
India,France,Imports of goods,Other,2018-M01,269.79
India,Qatar,Imports of goods,Other,2018-M01,""
India,Saudi Arabia,Imports of goods,Other,2018-M01,""
India,France,Exports of goods,Other,2018-M01,393.74
India,Italy,Imports of goods,Other,2018-M01,""
India,France,Imports of goods,Other,2018-M01,""
India,Italy,Trade balance goods,Other,2018-M01,18.14
India,Germany,Trade balance goods,Other,2018-M01,-436.09
India,United States,Imports of goods,Other,2018-M01,""
India,United States,Imports of goods,Other,2018-M01,1990.07
India,United States,Trade balance goods,Other,2018-M01,""
India,Germany,Exports of goods,Other,2018-M01,""
India,Germany,Imports of goods,Other,2018-M01,""
India,United States,Exports of goods,Other,2018-M01,""
India,Saudi Arabia,Exports of goods,Other,2018-M01,""
India,United States,Exports of goods,Other,2018-M01,4005.96
India,Italy,Imports of goods,Other,2018-M01,441.99
India,Qatar,Trade balance goods,Other,2018-M01,-589.56
India,Qatar,Exports of goods,Other,2018-M01,""
India,Italy,Trade balance goods,Other,2018-M01,""
India,Germany,Trade balance goods,Other,2018-M01,""
India,United States,Trade balance goods,Other,2018-M01,""
India,France,Trade balance goods,Other,2018-M01,""
India,France,Trade balance goods,Other,2018-M01,123.95
India,Saudi Arabia,Imports of goods,Other,2018-M01,""
India,Germany,Exports of goods,Other,2018-M01,""
India,France,Imports of goods,Other,2018-M01,""
India,Italy,Imports of goods,Other,2018-M01,""
India,Germany,Trade balance goods,Other,2018-M01,""
India,Italy,Trade balance goods,Other,2018-M01,""
India,United States,Exports of goods,Other,2018-M01,""
